      #Energy        TDOS-UP        TDOS-DOWN
     -46.70453       0.00000       0.00000
     -46.53453       0.00000       0.00000
     -46.36353       0.00000       0.00000
     -46.19253       0.00000       0.00000
     -46.02253       0.00000       0.00000
     -45.85153       0.00000       0.00000
     -45.68053       0.00000       0.00000
     -45.51053       0.00000       0.00000
     -45.33953       0.00000       0.00000
     -45.16953       0.00000       0.00000
     -44.99853       0.00000       0.00000
     -44.82753       0.00000       0.00000
     -44.65753      -0.00000       0.00192
     -44.48653      -0.00000       0.69510
     -44.31653      -0.00000     -19.30000
     -44.14553      -0.00002     -51.07000
     -43.97453      -0.15510     -50.38000
     -43.80453       4.03800     -17.51000
     -43.63353      46.72000     -19.15000
     -43.46253       2.11700      -1.60100
     -43.29253       3.33600       0.06749
     -43.12153      13.94000       0.00001
     -42.95153       2.74400       0.00000
     -42.78053      50.82000       0.01216
     -42.60953      62.07000      -0.13170
     -42.43953       8.16600     -11.02000
     -42.26853      -0.38010      -6.70800
     -42.09853      -0.00027       0.26320
     -41.92753      -0.00000       0.00049
     -41.75653      -0.00000       0.00026
     -41.58653      -0.00340       0.28930
     -41.41553      -0.29250      -7.52800
     -41.24453      11.01000      -4.42100
     -41.07453      21.88000      -4.83700
     -40.90353       2.68000     -12.65000
     -40.73353      -0.11240     -12.54000
     -40.56253      -0.00004     -10.48000
     -40.39153      -0.00000      -0.60370
     -40.22153       0.00000       0.02369
     -40.05053       0.00000       0.00000
     -39.87953       0.00000       0.00000
     -39.70953       0.00000       0.00000
     -39.53853       0.00000       0.00000
     -39.36853       0.00000       0.00000
     -39.19753       0.00000       0.00000
     -39.02653       0.00000       0.00000
     -38.85653       0.00000       0.00000
     -38.68553       0.00000       0.00000
     -38.51553       0.00000       0.00000
     -38.34453       0.00000       0.00000
     -38.17353       0.00000       0.00000
     -38.00353       0.00000       0.00000
     -37.83253       0.00000       0.00000
     -37.66153       0.00000       0.00000
     -37.49153       0.00000       0.00000
     -37.32053       0.00000       0.00000
     -37.15053       0.00000       0.00000
     -36.97953       0.00000       0.00000
     -36.80853       0.00000       0.00000
     -36.63853       0.00000       0.00000
     -36.46753       0.00000       0.00000
     -36.29653       0.00000       0.00000
     -36.12653       0.00000       0.00000
     -35.95553       0.00000       0.00000
     -35.78553       0.00000       0.00000
     -35.61453       0.00000       0.00000
     -35.44353       0.00000       0.00000
     -35.27353       0.00000       0.00000
     -35.10253       0.00000       0.00000
     -34.93253       0.00000       0.00000
     -34.76153       0.00000       0.00000
     -34.59053       0.00000       0.00000
     -34.42053       0.00000       0.00000
     -34.24953       0.00000       0.00000
     -34.07853       0.00000       0.00000
     -33.90853       0.00000       0.00000
     -33.73753       0.00000       0.00000
     -33.56753       0.00000       0.00000
     -33.39653       0.00000       0.00000
     -33.22553       0.00000       0.00000
     -33.05553       0.00000       0.00000
     -32.88453       0.00000       0.00000
     -32.71353       0.00000       0.00000
     -32.54353       0.00000       0.00000
     -32.37253       0.00000       0.00000
     -32.20253       0.00000       0.00000
     -32.03153       0.00000       0.00000
     -31.86053       0.00000       0.00000
     -31.69053       0.00000       0.00000
     -31.51953       0.00000       0.00000
     -31.34953       0.00000       0.00000
     -31.17853       0.00000       0.00000
     -31.00753       0.00000       0.00000
     -30.83753       0.00000       0.00000
     -30.66653       0.00000       0.00000
     -30.49553       0.00000       0.00000
     -30.32553       0.00000       0.00000
     -30.15453       0.00000       0.00000
     -29.98453       0.00000       0.00000
     -29.81353       0.00000       0.00000
     -29.64253       0.00000       0.00000
     -29.47253       0.00000       0.00000
     -29.30153       0.00000       0.00000
     -29.13153       0.00000       0.00000
     -28.96053       0.00000       0.00000
     -28.78953       0.00000       0.00000
     -28.61953       0.00000       0.00000
     -28.44853       0.00000       0.00000
     -28.27753       0.00000       0.00000
     -28.10753       0.00000       0.00000
     -27.93653       0.00000       0.00000
     -27.76653       0.00000       0.00000
     -27.59553       0.00000       0.00000
     -27.42453       0.00000       0.00000
     -27.25453       0.00000       0.00000
     -27.08353       0.00000       0.00000
     -26.91253       0.00000       0.00000
     -26.74253       0.00000       0.00000
     -26.57153       0.00000       0.00000
     -26.40153       0.00000       0.00000
     -26.23053       0.00000       0.00000
     -26.05953       0.00000       0.00000
     -25.88953       0.00000       0.00000
     -25.71853       0.00000       0.00000
     -25.54853       0.00000       0.00000
     -25.37753       0.00000       0.00000
     -25.20653       0.00000       0.00000
     -25.03653       0.00000       0.00000
     -24.86553       0.00000       0.00000
     -24.69453       0.00000       0.00000
     -24.52453       0.00000       0.00000
     -24.35353       0.00000       0.00000
     -24.18353       0.00000       0.00000
     -24.01253       0.00000       0.00000
