      #Energy        TDOS-UP        TDOS-DOWN
     -46.56230       0.00000       0.00000
     -46.39230       0.00000       0.00000
     -46.22230       0.00000       0.00000
     -46.05130       0.00000       0.00000
     -45.88130       0.00000       0.00000
     -45.71030       0.00000       0.00000
     -45.54030       0.00000       0.00000
     -45.37030       0.00000       0.00000
     -45.19930       0.00000       0.00000
     -45.02930       0.00000       0.00000
     -44.85830       0.00000       0.00000
     -44.68830      -0.00000       0.00000
     -44.51830      -0.00000       0.00220
     -44.34730      -0.00000       0.78290
     -44.17730      -0.00049     -21.67000
     -44.00730      -0.30520     -83.51000
     -43.83630       6.43900      -0.87200
     -43.66630      71.98000     -17.73000
     -43.49530      10.30000     -17.54000
     -43.32530      -0.50680      -2.98700
     -43.15530       2.94400      -4.64000
     -42.98430      23.52000      -9.28500
     -42.81430      27.76000      -1.05200
     -42.64430      85.01000       0.03612
     -42.47330       1.90700       0.00000
     -42.30330      -0.14970       0.00000
     -42.13230      -0.00003       0.00000
     -41.96230      -0.00000       0.00000
     -41.79230      -0.00000       0.00006
     -41.62130      -0.00000       0.18100
     -41.45130      -0.00216      -5.33700
     -41.28030      -0.39010      -6.49200
     -41.11030      10.45000      -8.21900
     -40.94030       7.53000     -16.19000
     -40.76930       0.02532     -25.89000
     -40.59930      -0.00688     -20.73000
     -40.42930      -0.00000      -5.58000
     -40.25830      -0.00000       0.22370
     -40.08830       0.00000       0.00014
     -39.91730       0.00000       0.00000
     -39.74730       0.00000       0.00000
     -39.57730       0.00000       0.00000
     -39.40630       0.00000       0.00000
     -39.23630       0.00000       0.00000
     -39.06630       0.00000       0.00000
     -38.89530       0.00000       0.00000
     -38.72530       0.00000       0.00000
     -38.55430       0.00000       0.00000
     -38.38430       0.00000       0.00000
     -38.21430       0.00000       0.00000
     -38.04330       0.00000       0.00000
     -37.87330       0.00000       0.00000
     -37.70330       0.00000       0.00000
     -37.53230       0.00000       0.00000
     -37.36230       0.00000       0.00000
     -37.19130       0.00000       0.00000
     -37.02130       0.00000       0.00000
     -36.85130       0.00000       0.00000
     -36.68030       0.00000       0.00000
     -36.51030       0.00000       0.00000
     -36.33930       0.00000       0.00000
     -36.16930       0.00000       0.00000
     -35.99930       0.00000       0.00000
     -35.82830       0.00000       0.00000
     -35.65830       0.00000       0.00000
     -35.48830       0.00000       0.00000
     -35.31730       0.00000       0.00000
     -35.14730       0.00000       0.00000
     -34.97630       0.00000       0.00000
     -34.80630       0.00000       0.00000
     -34.63630       0.00000       0.00000
     -34.46530       0.00000       0.00000
     -34.29530       0.00000       0.00000
     -34.12530       0.00000       0.00000
     -33.95430       0.00000       0.00000
     -33.78430       0.00000       0.00000
     -33.61330       0.00000       0.00000
     -33.44330       0.00000       0.00000
     -33.27330       0.00000       0.00000
     -33.10230       0.00000       0.00000
     -32.93230       0.00000       0.00000
     -32.76130       0.00000       0.00000
     -32.59130       0.00000       0.00000
     -32.42130       0.00000       0.00000
     -32.25030       0.00000       0.00000
     -32.08030       0.00000       0.00000
     -31.91030       0.00000       0.00000
     -31.73930       0.00000       0.00000
     -31.56930       0.00000       0.00000
     -31.39830       0.00000       0.00000
     -31.22830       0.00000       0.00000
     -31.05830       0.00000       0.00000
     -30.88730       0.00000       0.00000
     -30.71730       0.00000       0.00000
     -30.54730       0.00000       0.00000
     -30.37630       0.00000       0.00000
