      #Energy        TDOS-UP        TDOS-DOWN
     -46.56230       0.00000       0.00000
     -46.39230       0.00000       0.00000
     -46.22230       0.00000       0.00000
     -46.05130       0.00000       0.00000
     -45.88130       0.00000       0.00000
     -45.71030       0.00000       0.00000
     -45.54030       0.00000       0.00000
     -45.37030       0.00000       0.00000
     -45.19930       0.00000       0.00000
     -45.02930       0.00000       0.00000
     -44.85830       0.00000       0.00000
     -44.68830      -0.00000       0.00000
     -44.51830      -0.00000       0.00019
     -44.34730      -0.00000       0.06707
     -44.17730      -0.00004      -1.71231
     -44.00730      -0.02608     -10.67261
     -43.83630       0.49646     -17.86113
     -43.66630       7.17699     -19.44584
     -43.49530      14.18644     -22.45050
     -43.32530      15.02072     -24.19920
     -43.15530      15.22835     -24.84894
     -42.98430      17.48282     -26.03522
     -42.81430      21.85138     -26.91583
     -42.64430      31.45828     -27.00237
     -42.47330      38.86275     -26.99929
     -42.30330      39.01246     -26.99929
     -42.13230      38.99970     -26.99929
     -41.96230      38.99970     -26.99929
     -41.79230      38.99970     -26.99929
     -41.62130      38.99970     -26.98386
     -41.45130      38.99952     -27.42311
     -41.28030      38.96610     -28.43082
     -41.11030      39.82310     -29.68405
     -40.94030      41.35482     -31.76346
     -40.76930      41.99846     -35.34827
     -40.59930      42.00003     -39.31983
     -40.42930      41.99945     -41.56119
     -40.25830      41.99945     -42.01749
     -40.08830      41.99945     -41.99842
     -39.91730      41.99945     -41.99841
     -39.74730      41.99945     -41.99841
     -39.57730      41.99945     -41.99841
     -39.40630      41.99945     -41.99841
     -39.23630      41.99945     -41.99841
     -39.06630      41.99945     -41.99841
     -38.89530      41.99945     -41.99841
     -38.72530      41.99945     -41.99841
     -38.55430      41.99945     -41.99841
     -38.38430      41.99945     -41.99841
     -38.21430      41.99945     -41.99841
     -38.04330      41.99945     -41.99841
     -37.87330      41.99945     -41.99841
     -37.70330      41.99945     -41.99841
     -37.53230      41.99945     -41.99841
     -37.36230      41.99945     -41.99841
     -37.19130      41.99945     -41.99841
     -37.02130      41.99945     -41.99841
     -36.85130      41.99945     -41.99841
     -36.68030      41.99945     -41.99841
     -36.51030      41.99945     -41.99841
     -36.33930      41.99945     -41.99841
     -36.16930      41.99945     -41.99841
     -35.99930      41.99945     -41.99841
     -35.82830      41.99945     -41.99841
     -35.65830      41.99945     -41.99841
     -35.48830      41.99945     -41.99841
     -35.31730      41.99945     -41.99841
     -35.14730      41.99945     -41.99841
     -34.97630      41.99945     -41.99841
     -34.80630      41.99945     -41.99841
     -34.63630      41.99945     -41.99841
     -34.46530      41.99945     -41.99841
     -34.29530      41.99945     -41.99841
     -34.12530      41.99945     -41.99841
     -33.95430      41.99945     -41.99841
     -33.78430      41.99945     -41.99841
     -33.61330      41.99945     -41.99841
     -33.44330      41.99945     -41.99841
     -33.27330      41.99945     -41.99841
     -33.10230      41.99945     -41.99841
     -32.93230      41.99945     -41.99841
     -32.76130      41.99945     -41.99841
     -32.59130      41.99945     -41.99841
     -32.42130      41.99945     -41.99841
     -32.25030      41.99945     -41.99841
     -32.08030      41.99945     -41.99841
     -31.91030      41.99945     -41.99841
     -31.73930      41.99945     -41.99841
     -31.56930      41.99945     -41.99841
     -31.39830      41.99945     -41.99841
     -31.22830      41.99945     -41.99841
     -31.05830      41.99945     -41.99841
     -30.88730      41.99945     -41.99841
