      #Energy        TDOS-UP        TDOS-DOWN
     -46.67950       0.00000       0.00000
     -46.50950       0.00000       0.00000
     -46.33850       0.00000       0.00000
     -46.16850       0.00000       0.00000
     -45.99750       0.00000       0.00000
     -45.82750       0.00000       0.00000
     -45.65650       0.00000       0.00000
     -45.48650       0.00000       0.00000
     -45.31650       0.00000       0.00000
     -45.14550       0.00000       0.00000
     -44.97550       0.00000       0.00000
     -44.80450       0.00000       0.00000
     -44.63450      -0.00000       0.00016
     -44.46350      -0.00000       0.05132
     -44.29350      -0.00000      -1.25862
     -44.12250      -0.00001      -7.87328
     -43.95250      -0.02472     -16.63971
     -43.78250       0.64068     -22.15761
     -43.61150       5.16135     -25.55954
     -43.44150       8.98197     -26.97981
     -43.27050       9.39615     -27.00143
     -43.10050      10.89063     -26.99952
     -42.92950      12.52657     -26.99952
     -42.75950      18.66801     -26.99490
     -42.58950      28.76556     -27.11486
     -42.41850      33.14435     -28.29702
     -42.24850      33.00039     -29.68923
     -42.07750      32.99935     -30.01160
     -41.90750      32.99935     -29.99930
     -41.73650      32.99935     -29.99927
     -41.56650      32.99840     -29.97274
     -41.39550      32.99138     -30.62210
     -41.22550      34.21414     -31.64200
     -41.05550      36.99056     -32.41570
     -40.88450      38.77990     -33.95577
     -40.71450      39.01053     -36.18338
     -40.54350      38.99940     -38.15167
     -40.37350      38.99939     -39.00140
     -40.20250      38.99939     -38.99934
     -40.03250      38.99939     -38.99863
     -39.86250      38.99939     -38.99863
     -39.69150      38.99939     -38.99863
     -39.52150      38.99939     -38.99863
     -39.35050      38.99939     -38.99863
     -39.18050      38.99939     -38.99863
     -39.00950      38.99939     -38.99863
     -38.83950      38.99939     -38.99863
     -38.66950      38.99939     -38.99863
     -38.49850      38.99939     -38.99863
     -38.32850      38.99939     -38.99863
     -38.15750      38.99939     -38.99863
     -37.98750      38.99939     -38.99863
     -37.81650      38.99939     -38.99863
     -37.64650      38.99939     -38.99863
     -37.47550      38.99939     -38.99863
     -37.30550      38.99939     -38.99863
     -37.13550      38.99939     -38.99863
     -36.96450      38.99939     -38.99863
     -36.79450      38.99939     -38.99863
     -36.62350      38.99939     -38.99863
     -36.45350      38.99939     -38.99863
     -36.28250      38.99939     -38.99863
     -36.11250      38.99939     -38.99863
     -35.94250      38.99939     -38.99863
     -35.77150      38.99939     -38.99863
     -35.60150      38.99939     -38.99863
     -35.43050      38.99939     -38.99863
     -35.26050      38.99939     -38.99863
     -35.08950      38.99939     -38.99863
     -34.91950      38.99939     -38.99863
     -34.74850      38.99939     -38.99863
     -34.57850      38.99939     -38.99863
     -34.40850      38.99939     -38.99863
     -34.23750      38.99939     -38.99863
     -34.06750      38.99939     -38.99863
     -33.89650      38.99939     -38.99863
     -33.72650      38.99939     -38.99863
     -33.55550      38.99939     -38.99863
     -33.38550      38.99939     -38.99863
     -33.21550      38.99939     -38.99863
     -33.04450      38.99939     -38.99863
     -32.87450      38.99939     -38.99863
     -32.70350      38.99939     -38.99863
     -32.53350      38.99939     -38.99863
     -32.36250      38.99939     -38.99863
     -32.19250      38.99939     -38.99863
     -32.02150      38.99939     -38.99863
     -31.85150      38.99939     -38.99863
     -31.68150      38.99939     -38.99863
     -31.51050      38.99939     -38.99863
     -31.34050      38.99939     -38.99863
     -31.16950      38.99939     -38.99863
     -30.99950      38.99939     -38.99863
     -30.82850      38.99939     -38.99863
     -30.65850      38.99939     -38.99863
     -30.48850      38.99939     -38.99863
     -30.31750      38.99939     -38.99863
     -30.14750      38.99939     -38.99863
     -29.97650      38.99939     -38.99863
     -29.80650      38.99939     -38.99863
     -29.63550      38.99939     -38.99863
     -29.46550      38.99939     -38.99863
     -29.29450      38.99939     -38.99863
     -29.12450      38.99939     -38.99863
     -28.95450      38.99939     -38.99863
     -28.78350      38.99939     -38.99863
     -28.61350      38.99939     -38.99863
     -28.44250      38.99939     -38.99863
     -28.27250      38.99939     -38.99863
     -28.10150      38.99939     -38.99863
     -27.93150      38.99939     -38.99863
     -27.76150      38.99939     -38.99863
     -27.59050      38.99939     -38.99863
     -27.42050      38.99939     -38.99863
     -27.24950      38.99939     -38.99863
     -27.07950      38.99939     -38.99863
     -26.90850      38.99939     -38.99863
     -26.73850      38.99939     -38.99863
     -26.56750      38.99939     -38.99863
     -26.39750      38.99939     -38.99863
     -26.22750      38.99939     -38.99863
     -26.05650      38.99939     -38.99863
     -25.88650      38.99939     -38.99863
     -25.71550      38.99939     -38.99863
     -25.54550      38.99939     -38.99863
     -25.37450      38.99939     -38.99863
     -25.20450      38.99939     -38.99863
     -25.03450      38.99939     -38.99863
     -24.86350      38.99939     -38.99863
     -24.69350      38.99939     -38.99863
     -24.52250      38.99939     -38.99863
     -24.35250      38.99939     -38.99863
     -24.18150      38.99939     -38.99863
     -24.01150      38.99939     -38.99863
     -23.84050      38.99939     -38.99863
     -23.67050      38.99939     -38.99863
     -23.50050      38.99939     -38.99863
     -23.32950      38.99939     -38.99863
     -23.15950      38.99939     -38.99863
     -22.98850      38.99939     -38.99863
     -22.81850      38.99939     -38.99863
     -22.64750      38.99939     -38.99863
     -22.47750      38.99939     -38.99863
     -22.30750      38.99939     -38.99863
     -22.13650      38.99939     -38.99863
     -21.96650      38.99939     -38.99863
     -21.79550      38.99939     -38.99863
     -21.62550      38.99939     -38.99863
     -21.45450      38.99939     -38.99863
     -21.28450      38.99939     -38.99863
     -21.11350      38.99939     -38.99863
     -20.94350      38.99939     -38.99863
     -20.77350      38.99939     -38.99863
     -20.60250      38.99939     -38.99863
     -20.43250      38.99939     -38.99863
     -20.26150      38.99939     -38.99863
     -20.09150      38.99939     -38.99863
     -19.92050      38.99939     -38.99863
     -19.75050      38.99939     -38.99863
     -19.58050      38.99939     -38.99863
     -19.40950      38.99939     -38.99863
     -19.23950      38.99939     -38.99863
     -19.06850      38.99939     -38.99863
     -18.89850      38.99939     -38.99863
     -18.72750      38.99939     -38.99863
     -18.55750      38.99939     -38.99863
     -18.38650      38.99939     -38.99863
     -18.21650      38.99939     -38.99863
     -18.04650      38.99939     -38.99863
