      #Energy        TDOS-UP        TDOS-DOWN
     -46.67950       0.00000       0.00000
     -46.50950       0.00000       0.00000
     -46.33850       0.00000       0.00000
     -46.16850       0.00000       0.00000
     -45.99750       0.00000       0.00000
     -45.82750       0.00000       0.00000
     -45.65650       0.00000       0.00000
     -45.48650       0.00000       0.00000
     -45.31650       0.00000       0.00000
     -45.14550       0.00000       0.00000
     -44.97550       0.00000       0.00000
     -44.80450       0.00000       0.00000
     -44.63450      -0.00000       0.00186
     -44.46350      -0.00000       0.59850
     -44.29350      -0.00000     -15.97000
     -44.12250      -0.00008     -61.65000
     -43.95250      -0.28990     -41.22000
     -43.78250       8.09800     -23.53000
     -43.61150      44.95000     -16.39000
     -43.44150      -0.11680      -0.27620
     -43.27050       4.97700       0.02245
     -43.10050      12.56000       0.00000
     -42.92950       6.63700       0.00001
     -42.75950      65.43000       0.05423
     -42.58950      53.06000      -1.46200
     -42.41850      -1.67700     -12.41000
     -42.24850      -0.01224      -3.92700
     -42.07750      -0.00000       0.14420
     -41.90750      -0.00000       0.00007
     -41.73650      -0.00000       0.00032
     -41.56650      -0.01107       0.31100
     -41.39550      -0.07140      -7.93100
     -41.22550      14.42000      -4.03700
     -41.05550      18.16000      -5.04200
     -40.88450       2.83700     -13.03000
     -40.71450      -0.13060     -13.11000
     -40.54350      -0.00008      -9.98700
     -40.37350      -0.00000       0.01581
     -40.20250       0.00000       0.00839
     -40.03250       0.00000       0.00000
     -39.86250       0.00000       0.00000
     -39.69150       0.00000       0.00000
     -39.52150       0.00000       0.00000
     -39.35050       0.00000       0.00000
     -39.18050       0.00000       0.00000
     -39.00950       0.00000       0.00000
     -38.83950       0.00000       0.00000
     -38.66950       0.00000       0.00000
     -38.49850       0.00000       0.00000
     -38.32850       0.00000       0.00000
     -38.15750       0.00000       0.00000
     -37.98750       0.00000       0.00000
     -37.81650       0.00000       0.00000
     -37.64650       0.00000       0.00000
     -37.47550       0.00000       0.00000
     -37.30550       0.00000       0.00000
     -37.13550       0.00000       0.00000
     -36.96450       0.00000       0.00000
     -36.79450       0.00000       0.00000
     -36.62350       0.00000       0.00000
     -36.45350       0.00000       0.00000
     -36.28250       0.00000       0.00000
     -36.11250       0.00000       0.00000
     -35.94250       0.00000       0.00000
     -35.77150       0.00000       0.00000
     -35.60150       0.00000       0.00000
     -35.43050       0.00000       0.00000
     -35.26050       0.00000       0.00000
     -35.08950       0.00000       0.00000
     -34.91950       0.00000       0.00000
     -34.74850       0.00000       0.00000
     -34.57850       0.00000       0.00000
     -34.40850       0.00000       0.00000
     -34.23750       0.00000       0.00000
     -34.06750       0.00000       0.00000
     -33.89650       0.00000       0.00000
     -33.72650       0.00000       0.00000
     -33.55550       0.00000       0.00000
     -33.38550       0.00000       0.00000
     -33.21550       0.00000       0.00000
     -33.04450       0.00000       0.00000
     -32.87450       0.00000       0.00000
     -32.70350       0.00000       0.00000
     -32.53350       0.00000       0.00000
     -32.36250       0.00000       0.00000
     -32.19250       0.00000       0.00000
     -32.02150       0.00000       0.00000
     -31.85150       0.00000       0.00000
     -31.68150       0.00000       0.00000
     -31.51050       0.00000       0.00000
     -31.34050       0.00000       0.00000
     -31.16950       0.00000       0.00000
     -30.99950       0.00000       0.00000
     -30.82850       0.00000       0.00000
     -30.65850       0.00000       0.00000
     -30.48850       0.00000       0.00000
     -30.31750       0.00000       0.00000
     -30.14750       0.00000       0.00000
     -29.97650       0.00000       0.00000
     -29.80650       0.00000       0.00000
     -29.63550       0.00000       0.00000
     -29.46550       0.00000       0.00000
     -29.29450       0.00000       0.00000
     -29.12450       0.00000       0.00000
     -28.95450       0.00000       0.00000
     -28.78350       0.00000       0.00000
     -28.61350       0.00000       0.00000
     -28.44250       0.00000       0.00000
     -28.27250       0.00000       0.00000
     -28.10150       0.00000       0.00000
     -27.93150       0.00000       0.00000
     -27.76150       0.00000       0.00000
     -27.59050       0.00000       0.00000
     -27.42050       0.00000       0.00000
     -27.24950       0.00000       0.00000
     -27.07950       0.00000       0.00000
     -26.90850       0.00000       0.00000
     -26.73850       0.00000       0.00000
     -26.56750       0.00000       0.00000
     -26.39750       0.00000       0.00000
     -26.22750       0.00000       0.00000
     -26.05650       0.00000       0.00000
     -25.88650       0.00000       0.00000
     -25.71550       0.00000       0.00000
     -25.54550       0.00000       0.00000
     -25.37450       0.00000       0.00000
     -25.20450       0.00000       0.00000
     -25.03450       0.00000       0.00000
     -24.86350       0.00000       0.00000
     -24.69350       0.00000       0.00000
     -24.52250       0.00000       0.00000
     -24.35250       0.00000       0.00000
     -24.18150       0.00000       0.00000
     -24.01150       0.00000       0.00000
     -23.84050       0.00000       0.00000
     -23.67050       0.00000       0.00000
     -23.50050       0.00000       0.00000
     -23.32950       0.00000       0.00000
     -23.15950       0.00000       0.00000
     -22.98850       0.00000       0.00000
     -22.81850       0.00000       0.00000
     -22.64750       0.00000       0.00000
     -22.47750       0.00000       0.00000
     -22.30750       0.00000       0.00000
     -22.13650       0.00000       0.00000
     -21.96650       0.00000       0.00000
     -21.79550       0.00000       0.00000
     -21.62550       0.00000       0.00000
     -21.45450       0.00000       0.00000
     -21.28450       0.00000       0.00000
     -21.11350       0.00000       0.00000
     -20.94350       0.00000       0.00000
     -20.77350       0.00000       0.00000
     -20.60250       0.00000       0.00000
     -20.43250       0.00000       0.00000
     -20.26150       0.00000       0.00000
     -20.09150       0.00000       0.00000
     -19.92050       0.00000       0.00000
     -19.75050       0.00000       0.00000
     -19.58050       0.00000       0.00000
     -19.40950       0.00000       0.00000
     -19.23950       0.00000       0.00000
     -19.06850       0.00000       0.00000
     -18.89850       0.00000       0.00000
     -18.72750       0.00000       0.00000
     -18.55750       0.00000       0.00000
     -18.38650       0.00000       0.00000
     -18.21650       0.00000       0.00000
     -18.04650       0.00000       0.00000
     -17.87550       0.00000       0.00000
     -17.70550       0.00000       0.00000
     -17.53450       0.00000       0.00000
     -17.36450      -0.00000       0.00000
     -17.19350      -0.00000       0.00000
     -17.02350      -0.00000       0.00000
     -16.85350      -0.00009       0.00016
